,negative,positive,total
pd,4,0,4
pe,1,0,1
peace,2,0,2
peaceful,1,0,1
peak,2,0,2
peanut,1,0,1
pedaling,1,0,1
peddle,1,0,1
peddling,1,0,1
pedestal,1,0,1
pedo,4,1,5
pedofiles,0,0,0
pedophile,3,0,3
pedophiles,1,1,2
pedophlia,0,0,0
pee,2,0,2
peed,1,0,1
peeps,0,1,1
peewee,1,0,1
peiple,1,0,1
pelosi,1,0,1
pen,1,0,1
penalized,2,0,2
penalty,1,0,1
penchant,1,0,1
penis,1,2,3
penn,1,0,1
penny,2,0,2
pense,1,0,1
pensions,1,1,2
pentagon,0,1,1
people,156,33,189
peoples,3,0,3
pepper,0,0,0
per,2,0,2
perceived,2,0,2
perceives,1,0,1
percent,2,0,2
percentage,0,0,0
perennially,0,0,0
perfect,5,3,8
perfidy,0,0,0
performer,1,0,1
perhaps,8,3,11
period,4,2,6
perjurer,1,0,1
perjury,2,0,2
perks,0,0,0
permit,0,0,0
permitted,0,0,0
pernickety,1,0,1
perpetuate,0,0,0
perpetuating,0,0,0
perry,1,0,1
pers,1,0,1
persecuted,0,1,1
persecution,0,1,1
perseverance,1,0,1
person,32,1,33
persona,2,0,2
personal,3,1,4
personally,7,1,8
personified,1,0,1
personnel,2,1,3
persons,0,0,0
perspective,1,0,1
persuaded,0,0,0
perv,2,0,2
perverse,1,0,1
pervert,4,1,5
perverted,0,2,2
perverts,0,1,1
peter,1,0,1
pets,0,0,0
petty,3,0,3
pfffft,1,0,1
phantom,1,0,1
pharisees,0,1,1
pharma,2,0,2
philly,0,0,0
philosophically,1,0,1
phobia,1,0,1
phone,3,1,4
phony,9,0,9
phooey,0,0,0
photo,3,0,3
photos,2,0,2
photoshop,0,0,0
phrases,0,0,0
phx,0,1,1
physical,1,0,1
physically,3,0,3
pi,1,0,1
pic,7,0,7
picante,1,0,1
pick,6,1,7
picked,2,1,3
picking,3,0,3
picks,1,0,1
pics,1,0,1
picture,1,0,1
pictures,1,0,1
pie,1,0,1
piece,20,3,23
pieces,1,0,1
pig,7,0,7
pigeon,1,0,1
pigeons,1,0,1
pigs,0,1,1
pile,5,0,5
pills,2,0,2
pin,0,1,1
pinched,1,0,1
pincushion,1,0,1
pink,2,1,3
pinned,1,0,1
pinochet,1,0,1
pins,1,0,1
pious,1,0,1
pipe,1,1,2
piss,2,1,3
pissed,1,0,1
pisses,0,1,1
pissing,2,0,2
pit,1,0,1
pitiful,0,0,0
pitt,2,0,2
pittsburgh,0,0,0
pity,0,0,0
pivot,1,0,1
pizza,2,0,2
pizzas,0,1,1
pk,1,0,1
pl,1,0,1
placate,0,0,0
place,14,4,18
placed,2,0,2
places,1,0,1
plague,0,1,1
plagued,0,1,1
plain,4,1,5
plan,6,2,8
plane,1,1,2
planet,1,1,2
plank,1,0,1
planned,4,1,5
planning,3,0,3
plans,1,0,1
plant,2,0,2
plantation,0,0,0
plantations,1,0,1
plastic,0,0,0
platform,6,3,9
platforming,1,0,1
platforms,1,1,2
plausible,1,0,1
play,16,5,21
playbook,3,0,3
playboy,1,0,1
played,7,0,7
player,6,0,6
players,1,0,1
playin,1,0,1
playing,12,3,15
plays,2,0,2
pleasant,0,1,1
please,31,3,34
pleased,0,0,0
pleases,1,0,1
pledging,1,0,1
plenty,4,0,4
plot,2,0,2
ploy,1,0,1
pls,1,0,1
plug,1,1,2
plus,2,0,2
pm,5,0,5
pmb,1,0,1
poc,0,0,0
pocket,2,0,2
pockets,2,1,3
pod,0,0,0
podcastful,1,0,1
podesta,1,0,1
pogba,1,0,1
point,19,4,23
pointing,2,2,4
pointless,2,0,2
points,3,1,4
poison,0,0,0
poisonous,0,0,0
poland,2,0,2
polar,1,0,1
pole,1,0,1
police,10,9,19
policies,7,4,11
policiy,1,0,1
policy,5,1,6
polish,0,2,2
polite,1,0,1
politely,1,0,1
political,17,3,20
politically,5,0,5
politician,5,0,5
politicians,2,0,2
politicize,0,0,0
politico,1,0,1
politics,13,2,15
polititians,0,0,0
poll,0,0,0
polled,0,0,0
polling,0,0,0
polls,2,0,2
pollute,1,0,1
pollutors,0,0,0
polutician,1,0,1
polygraph,1,1,2
ponies,1,0,1
poof,1,0,1
pool,3,0,3
poop,2,0,2
poopy,1,0,1
poor,11,0,11
poorer,1,0,1
poorest,1,0,1
poorly,0,1,1
pop,1,0,1
pope,14,3,17
popin,0,1,1
popped,3,0,3
poppin,1,0,1
popping,1,0,1
pops,1,0,1
populace,0,0,0
popular,1,0,1
population,1,1,2
populists,0,0,0
porn,9,1,10
pornography,0,0,0
pornstar,1,0,1
porters,1,0,1
portfolio,1,0,1
portion,1,0,1
portray,1,0,1
portrays,0,0,0
pos,9,1,10
pose,1,0,1
poses,1,0,1
posh,1,0,1
position,5,0,5
positions,1,0,1
positive,2,1,3
possess,1,0,1
possessed,0,0,0
possession,1,0,1
possessor,1,0,1
possibility,0,1,1
possible,5,0,5
possibly,0,2,2
post,9,2,11
posted,3,0,3
poster,2,0,2
posterity,1,0,1
posting,1,0,1
postponing,0,0,0
posts,4,0,4
posturing,1,0,1
pot,4,1,5
potentially,1,1,2
potus,8,2,10
pounce,2,0,2
pounded,1,0,1
pounds,1,1,2
pour,1,0,1
poverty,2,1,3
powdering,0,0,0
power,10,8,18
powerful,1,0,1
powerless,1,0,1
powers,2,0,2
ppl,7,2,9
ppls,2,0,2
pr,9,1,10
practice,2,0,2
prager,0,0,0
praise,1,0,1
pray,1,0,1
prayer,0,0,0
prayerfully,0,0,0
prayers,1,1,2
praying,1,0,1
preach,3,1,4
precautions,1,0,1
precedent,1,0,1
precinct,0,0,0
precious,0,0,0
predator,1,0,1
predators,2,0,2
predatory,1,0,1
predict,0,0,0
predictable,0,0,0
predicted,0,0,0
predominantly,0,0,0
prefer,0,1,1
preference,1,0,1
preferred,1,0,1
pregnancy,1,0,1
pregnant,1,0,1
premediated,1,0,1
premeditated,0,0,0
premier,0,0,0
prepare,1,0,1
prepared,1,0,1
preposterous,1,0,1
pres,4,0,4
prescreening,0,0,0
presence,0,0,0
present,0,1,1
presented,1,0,1
preserve,1,0,1
presidency,4,0,4
president,58,3,61
presidente,1,0,1
presidential,2,1,3
presidents,2,0,2
press,3,1,4
pressure,2,0,2
pressuring,0,0,0
prestigious,0,0,0
presumably,1,0,1
presume,0,0,0
presumption,1,0,1
pretend,2,0,2
pretended,1,1,2
pretending,4,2,6
pretends,1,0,1
pretentious,1,0,1
prettier,0,0,0
pretty,17,0,17
prevail,1,0,1
prevalent,0,0,0
prevent,2,0,2
prevented,0,1,1
preventing,1,0,1
prevention,0,0,0
preview,0,0,0
previous,0,1,1
prey,0,0,0
price,1,0,1
priceless,1,0,1
prick,1,0,1
pride,0,1,1
priests,0,1,1
prima,0,1,1
primadonnas,1,0,1
primarily,0,1,1
primary,0,0,0
prime,3,1,4
prince,1,0,1
princess,1,0,1
principled,1,0,1
principles,1,0,1
print,1,0,1
printer,0,1,1
priori,0,0,0
prioritising,1,0,1
priority,1,0,1
prison,16,1,17
prisoners,0,1,1
pristin,1,0,1
private,4,1,5
privatise,1,0,1
privatised,0,0,0
privatization,0,0,0
privileged,0,0,0
privy,1,0,1
prix,0,1,1
prize,2,0,2
pro,8,3,11
prob,1,0,1
probable,0,1,1
probably,17,1,18
problem,13,6,19
problems,3,2,5
proceedings,0,0,0
process,2,3,5
procrastinate,1,0,1
produce,1,0,1
produced,1,0,1
producer,2,0,2
products,0,0,0
prof,0,0,0
professed,0,0,0
profession,1,0,1
professional,1,0,1
professionalism,1,0,1
professionally,1,0,1
professor,9,0,9
professors,0,0,0
profile,3,0,3
profiles,0,0,0
profit,1,1,2
profits,0,2,2
profound,0,1,1
profoundly,1,0,1
program,1,1,2
programmed,0,0,0
programs,0,0,0
progressive,3,0,3
progressives,0,1,1
prohibited,1,0,1
prohibitionists,0,0,0
project,1,0,1
projection,0,0,0
projects,1,0,1
prolong,0,1,1
prominent,2,0,2
promise,3,1,4
promised,4,0,4
promises,2,0,2
promote,4,0,4
promotes,0,1,1
promoting,3,1,4
proof,9,0,9
prop,0,1,1
propaganda,5,4,9
propelled,1,0,1
propeller,0,0,0
proper,5,3,8
properties,0,0,0
property,2,0,2
prophecy,1,0,1
prophet,4,0,4
proponent,1,0,1
proposals,1,0,1
propose,1,0,1
proposing,1,0,1
prosecute,0,1,1
prosecuted,3,1,4
prosecution,0,1,1
prospects,1,0,1
prostitute,2,0,2
protag,0,0,0
protect,4,1,5
protected,2,0,2
protecting,3,1,4
protection,5,0,5
protectionist,1,0,1
protest,2,2,4
protester,0,0,0
protesters,0,0,0
protesting,0,3,3
protestors,0,1,1
protests,1,1,2
protocol,0,1,1
proud,6,2,8
proudly,0,0,0
prove,10,3,13
proved,1,1,2
proven,7,2,9
proves,6,0,6
provide,2,0,2
provided,2,0,2
providing,2,0,2
proving,2,1,3
provoked,1,0,1
pruitt,1,0,1
psuedo,0,1,1
psych,1,0,1
psychiatric,1,0,1
psychiatrist,1,0,1
psycho,1,0,1
psychological,1,0,1
psychopaths,0,0,0
psychotic,0,0,0
psyop,0,0,0
pszabads,0,0,0
ptotus,0,0,0
ptsd,1,0,1
pu,1,0,1
public,12,4,16
publicity,3,0,3
publicly,0,1,1
publish,0,0,0
published,0,0,0
puck,1,0,1
puerto,12,0,12
puffy,0,0,0
puhlease,1,0,1
puke,2,0,2
puking,1,0,1
pul,1,0,1
pull,7,0,7
pulled,1,1,2
pulling,3,0,3
pulp,1,0,1
pulpit,0,1,1
pummeled,0,0,0
pump,1,1,2
pumpkin,0,0,0
pun,0,0,0
punch,2,0,2
punched,1,0,1
punches,2,1,3
punching,1,0,1
pundit,1,0,1
punish,1,0,1
punished,2,0,2
punishing,0,0,0
punishment,0,0,0
punk,3,0,3
punks,2,0,2
puppet,6,0,6
puppets,1,0,1
puppy,0,1,1
purchase,1,0,1
purchases,0,0,0
pure,4,0,4
purely,0,1,1
purge,0,0,0
purged,0,0,0
purpose,0,1,1
purposefully,1,0,1
purposely,1,0,1
purposes,1,0,1
push,9,0,9
pushed,1,1,2
pusher,1,0,1
pushes,1,0,1
pushing,7,1,8
pussies,1,1,2
pussy,14,1,15
pussygrabbing,0,0,0
put,24,5,29
putin,5,0,5
puting,1,0,1
puto,1,0,1
putrid,0,0,0
puts,1,2,3
putting,4,2,6
puzzle,1,0,1
qanon,1,0,1
qt,1,0,1
quack,1,0,1
quaker,0,1,1
qualifications,1,0,1
qualified,4,0,4
qualify,1,0,1
quality,2,1,3
quarters,0,0,0
quasi,1,0,1
queen,7,0,7
queens,0,0,0
question,17,2,19
questions,3,0,3
quick,4,1,5
quickly,2,1,3
quiet,1,0,1
quit,3,2,5
quite,4,3,7
quote,1,0,1
quotient,0,0,0
quran,3,0,3
rabbit,0,1,1
rabid,0,0,0
race,6,0,6
raced,0,0,0
races,1,0,1
racial,3,0,3
racially,0,0,0
racism,3,1,4
racist,32,6,38
racists,2,1,3
racket,1,0,1
radiation,1,0,1
radical,5,0,5
radicalizing,1,0,1
radicals,1,1,2
radius,0,1,1
rae,2,0,2
rage,1,0,1
rager,1,0,1
rages,1,0,1
ragging,1,0,1
raging,1,0,1
rahm,1,0,1
railed,1,0,1
railing,0,0,0
railroaded,1,0,1
rails,1,0,1
rain,2,0,2
rainbow,2,0,2
rainbows,0,0,0
raise,0,0,0
raised,1,0,1
raises,0,0,0
raising,0,0,0
rake,1,0,1
rakers,0,1,1
rallied,0,0,0
rallies,1,0,1
rally,2,0,2
ram,1,0,1
rama,1,0,1
rambling,0,0,0
ramos,1,0,1
rams,0,1,1
ran,1,2,3
randolph,1,0,1
random,1,2,3
randomly,1,0,1
range,1,0,1
rangers,1,0,1
rant,3,0,3
rants,1,0,1
rap,5,0,5
rape,10,2,12
raped,6,0,6
rapid,0,0,0
rapidly,1,0,1
raping,1,0,1
rapist,4,1,5
rapists,0,1,1
rapping,1,0,1
raps,1,0,1
rare,1,0,1
rarely,1,1,2
rat,3,1,4
ratbags,1,0,1
rate,5,0,5
rates,1,2,3
rather,3,2,5
rating,1,0,1
rational,1,0,1
rationale,0,0,0
rationalize,0,0,0
rats,0,1,1
raven,2,0,2
ravenous,1,0,1
raw,1,0,1
rawr,1,0,1
ray,0,1,1
rbg,0,0,0
rd,2,1,3
re,98,12,110
reach,1,0,1
reached,1,0,1
reaches,1,0,1
reaction,3,0,3
read,13,4,17
reader,2,0,2
readers,0,0,0
reading,6,2,8
ready,3,1,4
reagan,0,0,0
real,36,5,41
realest,0,0,0
realise,0,0,0
realised,1,0,1
reality,3,1,4
realize,12,3,15
realizes,1,0,1
really,62,9,71
realm,0,1,1
rean,1,0,1
reap,2,0,2
rear,1,0,1
reaserch,0,0,0
reason,12,1,13
reasonable,2,1,3
reasoning,0,0,0
reasons,1,0,1
rebuild,2,0,2
recall,2,0,2
receive,1,1,2
received,3,0,3
receiver,0,0,0
recent,0,0,0
recently,0,0,0
reception,1,0,1
reciprocally,1,0,1
reciprocating,1,0,1
reckless,1,0,1
reckon,1,0,1
recognition,1,0,1
recognize,1,1,2
record,3,0,3
recorded,1,0,1
records,3,1,4
recourse,0,0,0
recover,1,0,1
recovers,1,0,1
recovery,1,0,1
recycling,0,0,0
red,8,0,8
redistributing,0,0,0
redneck,0,0,0
rednecks,0,0,0
reduce,1,0,1
reduced,1,0,1
reduces,1,0,1
reducing,0,0,0
redwood,0,1,1
reefer,0,0,0
reelected,1,0,1
reelection,1,0,1
ref,5,0,5
refered,0,0,0
referred,1,0,1
referring,2,1,3
refers,0,0,0
refinancing,1,0,1
reflect,1,0,1
reflecting,0,0,0
reflection,2,0,2
reflects,1,0,1
reform,2,0,2
refs,1,0,1
refuge,0,1,1
refugee,2,0,2
refugees,1,0,1
refusal,0,0,0
refuse,1,3,4
refused,2,1,3
refuses,2,0,2
refusing,1,0,1
regain,0,1,1
regard,0,0,0
regarding,2,1,3
regardless,2,0,2
regards,1,0,1
regime,0,0,0
regimen,0,0,0
registered,1,0,1
registration,1,0,1
regret,1,0,1
regrets,1,0,1
regretted,0,0,0
regular,2,0,2
regularly,0,0,0
regulary,0,0,0
regulation,0,0,0
regulations,1,0,1
rehab,2,0,2
rehabilitate,1,0,1
rehearsed,0,0,0
reign,1,0,1
reigned,0,1,1
reilly,1,0,1
reinforce,1,0,1
reject,0,1,1
rejected,0,0,0
relate,3,1,4
related,1,0,1
relation,1,0,1
relationship,2,0,2
relationships,1,0,1
relative,0,0,0
relativity,1,0,1
relativizing,0,0,0
release,4,1,5
released,2,1,3
releasing,1,0,1
relevancy,1,0,1
relevant,4,3,7
relief,1,0,1
religion,2,1,3
religions,2,1,3
religious,4,1,5
reluctant,0,1,1
rely,0,0,0
remain,3,0,3
remainers,0,0,0
remarks,1,0,1
remember,22,2,24
remembered,3,0,3
remembering,1,1,2
remembers,1,0,1
remind,2,0,2
reminded,1,0,1
reminder,3,0,3
reminding,0,0,0
reminds,1,0,1
remove,5,1,6
removed,3,3,6
removing,1,0,1
remy,1,0,1
ren,1,0,1
renfrew,0,0,0
rent,0,1,1
rentals,1,0,1
rep,3,0,3
repeal,0,0,0
repeat,0,0,0
repeatedly,1,1,2
repeater,1,0,1
repercussions,1,0,1
replace,5,0,5
replaced,1,1,2
replacement,0,0,0
replaces,0,0,0
replacing,0,0,0
replies,1,0,1
reply,1,0,1
replying,1,0,1
report,4,2,6
reported,2,0,2
reporter,1,0,1
reporters,1,0,1
reporting,1,1,2
reports,2,0,2
represent,1,0,1
representation,1,0,1
representatives,1,1,2
repressed,1,0,1
repro,1,0,1
reprobates,0,1,1
reproductive,0,0,0
reps,1,0,1
repub,0,0,0
republic,2,0,2
republican,14,8,22
republicans,16,6,22
republiklan,1,0,1
repubs,2,0,2
repug,1,0,1
repulsed,0,0,0
repulsive,2,0,2
reputation,6,0,6
reputed,1,0,1
required,0,1,1
requires,1,0,1
requiring,0,0,0
requisite,1,0,1
rescheduled,1,0,1
rescue,3,0,3
research,4,4,8
resemblance,1,0,1
residence,1,0,1
resident,0,1,1
resign,10,0,10
resist,2,0,2
resistance,3,0,3
resisting,1,0,1
resists,0,0,0
resolve,0,0,0
resounding,1,0,1
resources,1,0,1
respct,1,0,1
respect,10,1,11
respectable,1,0,1
respected,1,0,1
respectfully,1,0,1
respecting,1,1,2
respects,0,0,0
respond,5,1,6
responders,1,0,1
response,8,2,10
responses,1,1,2
responsibilities,0,0,0
responsibility,3,0,3
responsible,3,2,5
rest,10,3,13
restaurant,0,1,1
restaurants,0,1,1
restore,2,0,2
restraining,0,0,0
restricted,0,0,0
restricting,0,0,0
restrictions,1,0,1
restrictive,0,0,0
result,2,0,2
results,1,0,1
retaliate,1,0,1
retarded,2,0,2
retards,0,0,0
rethuglicans,0,0,0
retire,3,0,3
return,2,1,3
returns,1,0,1
retweet,1,0,1
retweeted,1,0,1
reunion,1,0,1
reveal,0,0,0
revealed,2,0,2
revealing,1,0,1
reveals,0,1,1
revenge,0,0,0
reverse,1,0,1
reversed,1,0,1
review,1,0,1
revoke,1,0,1
revoked,0,0,0
revolting,1,0,1
revolver,0,1,1
rezz,1,0,1
rham,1,0,1
rhetoric,0,2,2
ribbons,1,0,1
rican,4,0,4
rich,4,0,4
richt,1,0,1
rick,1,0,1
rico,8,0,8
rid,5,0,5
riddle,1,0,1
ride,2,1,3
rider,1,0,1
ridge,1,0,1
ridicule,1,0,1
ridiculing,1,0,1
ridiculous,9,0,9
ridiculously,1,0,1
riding,2,0,2
rifle,2,0,2
rifles,3,0,3
rift,0,1,1
rig,0,0,0
rigged,0,0,0
right,67,17,84
righteous,0,0,0
rightfully,1,0,1
rightist,0,1,1
rightly,1,0,1
rights,18,3,21
rile,1,0,1
riled,0,0,0
ring,1,0,1
rino,2,0,2
rinos,0,0,0
riot,2,0,2
rioting,0,1,1
riots,1,0,1
rip,2,1,3
ripe,1,0,1
ripoff,1,0,1
ripping,3,0,3
rise,1,0,1
risi,1,0,1
risk,1,1,2
risking,1,0,1
risks,1,0,1
river,1,0,1
rly,1,0,1
rn,3,0,3
road,1,0,1
roaming,1,0,1
robbed,3,1,4
robber,1,0,1
robbery,0,0,0
robbing,1,0,1
roblox,1,0,1
robo,0,0,0
robot,2,0,2
robotic,0,1,1
robust,1,0,1
robyn,1,1,2
rock,2,0,2
rocks,3,0,3
rockstar,0,0,0
rod,0,1,1
rodgers,1,0,1
roe,2,0,2
roger,1,1,2
role,1,0,1
roll,4,0,4
rolling,1,0,1
roman,1,2,3
romanian,1,0,1
rome,1,0,1
romney,1,0,1
ron,1,0,1
ronald,0,0,0
roof,0,0,0
room,7,2,9
rose,2,0,2
rosenstein,0,0,0
roses,1,0,1
rosier,1,0,1
rosoft,1,0,1
rossiter,1,0,1
rot,0,0,0
rots,1,0,1
rotten,3,0,3
round,5,0,5
rounds,0,0,0
rourke,0,0,0
route,0,0,0
routine,2,0,2
routinely,0,0,0
roy,1,1,2
royal,0,0,0
rr,0,0,0
rss,2,0,2
rubbish,1,0,1
rubin,1,0,1
rubio,0,0,0
rude,4,0,4
rudeand,1,0,1
rudely,1,0,1
rudy,1,0,1
ruger,1,2,3
ruin,6,1,7
ruined,6,1,7
ruining,2,1,3
ruins,0,0,0
rule,5,1,6
rules,9,1,10
ruling,0,1,1
rumors,0,2,2
rump,1,0,1
run,16,3,19
runcie,1,0,1
running,8,5,13
runs,3,0,3
rural,0,0,0
rush,1,0,1
rushed,1,0,1
ruskies,1,0,1
russia,4,2,6
russian,4,0,4
russians,1,0,1
rust,0,2,2
rw,2,0,2
ryan,1,0,1
ryme,1,0,1
sa,1,0,1
sabotage,3,0,3
sack,1,0,1
sacred,1,1,2
sacrifice,1,0,1
sacrifices,1,0,1
sad,18,3,21
sadam,1,0,1
saddest,1,0,1
saddo,1,0,1
sadly,3,0,3
safe,4,2,6
safeguard,0,0,0
safely,0,0,0
safer,1,0,1
safety,6,0,6
saggy,1,0,1
sagittarius,1,0,1
said,56,9,65
saints,0,0,0
sake,2,1,3
salaries,2,0,2
salary,1,0,1
sale,2,0,2
sales,1,0,1
salty,1,1,2
sam,1,0,1
samaritan,0,0,0
same,29,9,38
samsung,0,1,1
san,0,1,1
sanchez,1,0,1
sanctions,0,0,0
sand,2,0,2
sanders,0,0,0
sandwiches,1,0,1
sandy,1,1,2
sane,1,0,1
sanghi,0,0,0
sanghis,0,0,0
sanity,1,0,1
santa,1,0,1
sarah,2,0,2
sarandon,0,0,0
sarcasm,0,2,2
sareena,1,0,1
sargon,1,0,1
sarrena,0,1,1
sarsour,0,0,0
sassy,1,0,1
sat,3,0,3
satan,5,3,8
satanic,1,0,1
satanist,2,0,2
satanists,0,0,0
satire,1,1,2
satisfy,1,0,1
saturday,1,0,1
sauce,2,0,2
saul,1,0,1
savage,1,1,2
save,5,1,6
saved,3,0,3
saving,4,1,5
saviors,0,0,0
saw,15,1,16
say,61,18,79
sayin,2,0,2
saying,33,8,41
sayn,1,0,1
says,27,6,33
sc,3,0,3
scale,2,0,2
scales,0,0,0
scalise,1,0,1
scam,2,0,2
scammers,0,0,0
scams,1,0,1
scandal,1,0,1
scandalous,0,1,1
scandals,0,1,1
scaramucci,1,0,1
scare,2,1,3
scared,9,1,10
scares,1,0,1
scarred,1,0,1
scary,4,0,4
scenario,0,1,1
scene,0,1,1
scenes,2,0,2
scepticism,0,0,0
scheer,1,0,1
scheme,1,0,1
schemes,1,0,1
schiff,0,0,0
schitt,1,0,1
schizo,1,0,1
schmooze,1,0,1
scholar,1,0,1
school,18,6,24
schooling,0,0,0
schools,5,3,8
schumer,3,0,3
science,1,0,1
scientists,1,0,1
scientologist,1,0,1
scj,1,0,1
scones,0,1,1
scoop,1,0,1
scope,0,0,0
scores,0,1,1
scorned,1,0,1
scotians,0,0,0
scott,3,0,3
scotus,4,1,5
scoundrel,3,0,3
scraps,1,0,1
scratch,1,0,1
scream,2,2,4
screamed,1,0,1
screamer,1,0,1
screaming,4,1,5
screams,1,0,1
screech,0,0,0
screen,1,0,1
screw,2,1,3
screwed,5,2,7
script,0,0,0
scripted,0,1,1
scrub,2,0,2
scrutiny,1,0,1
scum,6,0,6
scumbag,3,0,3
scumbags,1,0,1
scumfuck,1,0,1
scummy,1,0,1
sea,1,0,1
sean,2,0,2
search,5,0,5
searching,1,0,1
sears,1,0,1
season,5,0,5
seat,6,3,9
seated,0,2,2
seattle,1,0,1
sec,2,0,2
second,10,1,11
secondly,3,0,3
seconds,1,0,1
secret,1,0,1
secretary,1,0,1
secretive,0,0,0
secretly,0,0,0
sectioned,0,0,0
sector,0,0,0
secular,1,0,1
secure,2,0,2
security,1,1,2
see,65,9,74
seeing,5,1,6
seeker,2,0,2
seekers,1,0,1
seeking,2,0,2
seeks,1,0,1
seem,5,1,6
seemed,0,0,0
seemingly,2,0,2
seems,15,4,19
seen,8,2,10
sees,2,0,2
seething,1,0,1
seff,1,0,1
segment,1,0,1
segments,0,0,0
segregate,0,0,0
seizure,1,0,1
select,0,1,1
selective,1,0,1
selectively,0,0,0
self,10,1,11
selfie,1,0,1
selfies,0,0,0
selfish,4,0,4
sell,5,0,5
selling,1,1,2
sellout,1,0,1
sells,1,0,1
selves,0,0,0
semamtics,1,0,1
semi,3,0,3
semiautomatic,0,0,0
semifinals,1,0,1
semite,3,0,3
semitic,1,0,1
semitism,1,0,1
sen,4,0,4
senate,6,1,7
senator,8,1,9
sencollins,1,0,1
send,5,1,6
sending,3,1,4
senile,1,0,1
senility,2,0,2
senior,0,1,1
seniors,1,0,1
sensationalism,1,0,1
sense,11,4,15
sensible,5,1,6
sensitive,0,0,0
sent,5,1,6
sentence,3,0,3
sentences,2,0,2
sentencing,1,0,1
separating,0,0,0
separations,0,0,0
separatists,1,0,1
sept,1,1,2
sequel,1,0,1
serena,12,1,13
serial,1,0,1
serious,8,1,9
seriously,14,3,17
serum,1,0,1
servant,2,0,2
serve,5,0,5
served,1,0,1
serves,1,0,1
service,2,0,2
services,0,1,1
serving,3,1,4
sesame,0,0,0
sessions,1,0,1
set,6,2,8
settled,3,0,3
settles,1,0,1
setup,0,0,0
sever,0,1,1
several,3,1,4
severe,0,1,1
sew,1,0,1
sex,13,4,17
sexism,1,0,1
sexist,1,0,1
sexists,0,0,0
sexual,13,2,15
sexuality,1,0,1
sexually,4,2,6
sexy,7,0,7
sez,1,0,1
sful,1,0,1
sh,4,1,5
sha,1,0,1
shabby,1,0,1
shade,0,0,0
shadow,1,0,1
shadowbanned,0,0,0
shadows,1,0,1
shake,0,0,0
shakes,1,0,1
shakha,0,0,0
shaking,1,1,2
shall,2,0,2
sham,1,0,1
shame,23,4,27
shameful,3,3,6
shameless,1,0,1
shamelessly,0,0,0
shamelessness,1,0,1
shamer,1,0,1
shaming,1,0,1
shannon,0,0,0
shape,2,1,3
share,4,1,5
shared,0,0,0
sharing,1,0,1
sharp,0,0,0
sharpest,1,0,1
sharpie,1,0,1
shat,0,1,1
shatta,1,0,1
shattered,1,0,1
she,683,27,710
shea,1,0,1
shed,1,1,2
shedevil,1,0,1
sheep,1,1,2
sheeple,3,1,4
sheet,1,0,1
sheets,1,0,1
sheldmaidens,1,0,1
sheriff,1,0,1
shes,2,0,2
shhh,2,0,2
shhhh,1,0,1
shield,1,0,1
shift,0,0,0
shiit,1,0,1
shill,3,0,3
shimmmy,1,0,1
ship,1,0,1
shipper,1,0,1
shirt,3,0,3
shirts,1,2,3
shit,173,28,201
shitbiscuit,1,0,1
shite,0,1,1
shitgull,1,0,1
shithead,0,0,0
shitheads,1,0,1
shithole,1,0,1
shitposts,1,0,1
shits,4,0,4
shitshow,0,0,0
shitstream,0,0,0
shitt,1,0,1
shittier,1,0,1
shitting,4,0,4
shitty,9,2,11
shld,3,0,3
shocked,4,0,4
shocking,1,2,3
shoe,1,0,1
shoes,1,0,1
shon,0,0,0
shone,1,0,1
shook,1,0,1
shoot,2,0,2
shooter,2,0,2
shooters,0,0,0
shooting,7,3,10
shootings,1,7,8
shootout,0,0,0
shoots,1,0,1
shopper,0,0,0
shopping,2,0,2
shore,1,0,1
short,1,0,1
shorts,1,0,1
shortsighted,1,0,1
shorty,0,0,0
shot,8,4,12
shotgun,1,1,2
shotguns,1,0,1
shots,1,0,1
should,96,21,117
shoulder,1,0,1
shouldn,4,0,4
shout,0,0,0
shouting,0,0,0
shouts,0,0,0
shove,3,0,3
shovel,1,0,1
shoveling,1,0,1
shoving,1,0,1
show,29,5,34
showalter,1,0,1
showed,1,1,2
shower,2,0,2
showing,9,1,10
shown,2,0,2
shows,9,4,13
shree,1,0,1
shrink,1,0,1
shunned,1,0,1
shut,20,1,21
shutdown,0,0,0
shuting,1,0,1
shuts,2,0,2
shutting,0,0,0
shy,0,0,0
shyster,1,0,1
shyt,1,0,1
sicily,1,0,1
sick,34,2,36
sickening,1,0,1
sicko,2,0,2
side,12,1,13
sided,1,1,2
sidelines,1,0,1
sides,6,1,7
sidewalk,0,0,0
siding,1,0,1
sign,3,1,4
signal,2,0,2
signaling,1,0,1
signed,2,0,2
significant,0,0,0
signifing,1,0,1
signing,1,0,1
signs,1,1,2
sik,1,0,1
silence,1,1,2
silenced,1,0,1
silent,2,0,2
silently,0,1,1
silk,1,0,1
silliness,0,0,0
silly,6,4,10
silver,1,0,1
simb,1,0,1
similar,0,1,1
similarly,1,0,1
simple,4,0,4
simples,1,0,1
simply,5,2,7
since,29,7,36
singer,1,0,1
singing,5,0,5
single,4,2,6
sinister,0,1,1
sink,2,0,2
sinking,1,0,1
sins,1,0,1
sir,5,1,6
siri,1,0,1
sis,4,0,4
sister,7,0,7
sit,5,0,5
site,0,0,0
sites,1,0,1
sitting,3,3,6
situation,6,1,7
six,2,0,2
size,2,1,3
sj,0,0,0
sjshsj,1,0,1
sjw,1,0,1
sjws,1,0,1
