,negative,positive,total
marchforourlives,1,0,1
marching,0,1,1
marcus,0,1,1
marcy,1,0,1
margin,0,1,1
marginalizing,0,1,1
maria,0,1,1
maricopa,0,1,1
marijuana,2,3,5
marinesagainsttrump,0,1,1
mario,0,1,1
mariokart,1,1,2
mark,1,5,6
marked,0,1,1
markedly,0,1,1
marker,0,1,1
markers,0,1,1
market,0,2,2
markfoley,0,1,1
marlow,1,0,1
marriage,0,2,2
married,0,5,5
marry,0,1,1
marshal,0,1,1
mart,0,1,1
martin,0,3,3
marvel,1,0,1
marvollo,0,1,1
marxine,0,1,1
marxism,0,1,1
marxist,1,1,2
marxists,1,1,2
mask,0,1,1
masks,0,5,5
mason,0,1,1
mass,0,20,20
massacred,0,1,1
masse,1,0,1
masses,1,1,2
massive,0,3,3
master,0,1,1
masterbate,0,1,1
mastermind,0,2,2
masterpiece,0,1,1
masters,0,1,1
masturbate,0,1,1
masturbation,0,2,2
mata,0,1,1
match,1,8,9
matches,0,2,2
matching,0,1,1
mate,0,2,2
math,0,3,3
matrix,0,1,1
matt,0,1,1
matter,4,28,32
mattered,1,0,1
mattering,0,1,1
matters,0,7,7
matthew,0,1,1
mauser,0,1,1
max,1,2,3
maxine,1,5,6
maxinewaters,1,0,1
may,0,33,33
maybach,0,1,1
maybe,3,55,58
mayor,0,5,5
mayweather,0,1,1
mazie,0,1,1
mbasses,0,1,1
mbga,2,5,7
mbpoli,0,1,1
mccain,0,2,2
mccartney,0,2,2
mcconnell,0,1,1
mcdaniel,0,1,1
mcdonald,0,1,1
mcdonalds,0,1,1
mcenroe,0,2,2
mcfartney,0,1,1
mcga,0,4,4
mcinnes,0,1,1
mcvays,0,1,1
md,0,1,1
me,29,202,231
meal,0,1,1
mean,9,43,52
meaning,0,2,2
means,7,35,42
meansful,0,1,1
meant,2,7,9
meanwhile,1,2,3
measurable,0,1,1
measure,0,2,2
measurements,0,1,1
measures,0,3,3
mechanics,0,1,1
meddle,1,0,1
meddling,0,1,1
medi,0,1,1
media,0,37,37
mediatoo,0,1,1
medical,0,3,3
medically,0,1,1
medicare,2,4,6
mediocre,0,1,1
mediterranean,0,1,1
medium,0,1,1
meds,0,1,1
meet,0,3,3
meeting,0,1,1
meetings,0,1,1
mega,1,4,5
megumi,0,1,1
meh,0,1,1
melania,0,1,1
melissa,0,1,1
melt,0,1,1
meltdown,0,1,1
member,1,9,10
members,0,15,15
meme,0,4,4
memes,1,2,3
memory,0,6,6
men,6,46,52
menace,0,1,1
menance,0,1,1
menapausal,0,1,1
meneither,0,1,1
mental,2,20,22
mentality,1,0,1
mentally,0,17,17
mention,1,4,5
mentioned,0,4,4
mentions,0,1,1
menu,0,1,1
meps,0,1,1
merch,0,4,4
merchandise,0,1,1
merck,0,1,1
mercy,0,1,1
merely,0,1,1
merits,0,1,1
merrick,0,2,2
merrickgarland,0,1,1
mess,2,10,12
message,1,5,6
messages,0,2,2
messed,0,3,3
messenger,0,2,2
messengers,0,1,1
messi,0,1,1
messiah,0,2,2
messsssss,0,1,1
met,2,4,6
meta,1,0,1
metal,0,1,1
metaphor,0,1,1
meth,1,1,2
method,1,0,1
metoo,1,13,14
metoomovement,0,1,1
metoowitchhunt,0,1,1
mexican,0,3,3
mexicans,0,1,1
mexico,1,5,6
mf,0,1,1
mfs,1,1,2
mgk,1,1,2
mi,0,1,1
mi6,0,1,1
mic,1,1,2
michael,1,6,7
michaelavenatti,0,1,1
micheladas,0,1,1
michelle,0,1,1
michigan,0,3,3
micro,0,1,1
microscopic,0,1,1
mid,1,2,3
middle,0,8,8
midfielder,0,1,1
midnight,1,0,1
midriff,0,1,1
midterm,0,1,1
midterms,0,8,8
might,2,20,22
migrants,1,0,1
mike,0,3,3
milano,0,1,1
mile,0,1,1
mileage,1,0,1
militant,1,0,1
military,0,13,13
milk,0,1,1
millenium,0,1,1
millennials,0,2,2
millennium,0,2,2
miller,0,1,1
million,1,13,14
millionaire,0,3,3
millionaires,0,2,2
millions,0,11,11
milo,0,1,1
min,1,4,5
mincing,0,1,1
mind,4,28,32
minded,1,0,1
minding,0,1,1
mindless,1,0,1
mindmill,0,1,1
minds,3,8,11
mindset,1,1,2
mine,2,6,8
mini,0,1,1
minimum,0,1,1
minions,0,4,4
minister,0,1,1
minnesota,0,2,2
minor,0,2,2
minorities,0,3,3
minority,0,3,3
minors,0,1,1
mins,0,1,1
minstrel,0,1,1
minus,1,3,4
minute,2,7,9
minutes,0,2,2
miriam,0,1,1
mirror,0,4,4
misandry,0,1,1
misconduct,0,3,3
miscreant,0,1,1
misdemeanors,0,1,1
misdirection,0,1,1
miserable,1,2,3
miserably,0,2,2
misery,0,2,2
misguided,0,1,1
misinformation,0,1,1
misinformed,0,1,1
misinterpret,0,1,1
misleading,0,3,3
misogynist,0,1,1
misogynistic,0,2,2
misogyny,0,2,2
misrepresenting,0,1,1
miss,1,15,16
missed,1,5,6
misses,1,0,1
missile,0,1,1
missing,2,6,8
mission,0,2,2
missions,0,1,1
missles,0,1,1
misspelled,1,0,1
missus,0,1,1
mistake,0,6,6
mistaken,0,1,1
mistakenly,0,1,1
mistreating,0,2,2
mistreatment,0,1,1
mistress,0,1,1
mitchell,0,1,1
mix,0,2,2
mixed,0,1,1
mixes,0,1,1
mlm,0,1,1
mm,0,6,6
mmm,0,1,1
mmmhm,0,1,1
mn,0,2,2
mnuchin,0,1,1
moan,0,1,1
moaning,0,2,2
mob,0,2,2
mobile,0,1,1
mobilize,0,2,2
mobilized,0,1,1
mobs,0,3,3
mock,0,5,5
mocked,0,2,2
mockery,0,1,1
mocking,0,3,3
mockingbirdmedia,0,2,2
mode,0,1,1
model,0,5,5
models,0,2,2
moderate,0,3,3
moderates,1,1,2
modern,0,4,4
modernity,0,1,1
modi,0,2,2
moe,2,0,2
mogg,0,1,1
moira,0,1,1
molest,0,2,2
molestation,0,1,1
molested,0,2,2
molester,0,1,1
molestors,0,1,1
molly,0,1,1
molonlabe,0,1,1
mom,1,9,10
moment,1,12,13
momma,0,1,1
mommy,1,2,3
momsdemand,0,1,1
mon,0,3,3
monahan,0,1,1
monday,1,3,4
mondaymood,0,1,1
mondaymorning,0,1,1
mondaymotivation,0,2,2
mondaymotivaton,0,1,1
mondaythoughts,0,1,1
money,4,59,63
mongering,0,3,3
monica,0,1,1
moniker,0,1,1
monitoring,0,1,1
monkey,0,3,3
monkeys,0,2,2
monologue,0,1,1
monopoly,0,1,1
monster,1,8,9
monstermay,0,1,1
monsters,0,1,1
monte,1,0,1
montel,0,3,3
month,0,3,3
months,1,5,6
monuments,0,1,1
mood,1,1,2
moonves,0,1,1
moore,0,7,7
moral,0,6,6
morality,0,3,3
morals,3,4,7
more,20,182,202
morning,1,4,5
moron,1,12,13
morons,0,11,11
moronsaregoverningamerica,0,1,1
morphe,0,1,1
mortgages,0,1,1
mos2,0,1,1
most,16,91,107
mostly,0,7,7
mother,0,12,12
motherfuckers,0,1,1
mothers,0,2,2
mothersful,0,1,1
motivating,0,1,1
motives,0,4,4
mounties,0,1,1
mouth,1,21,22
mouthpiece,0,1,1
mouthpieces,0,1,1
mouths,1,0,1
move,2,23,25
move2,0,1,1
moved,1,2,3
movement,1,14,15
moves,0,2,2
movie,0,5,5
movies,0,6,6
moving,0,5,5
mp,0,3,3
mps,0,2,2
mr,0,15,15
ms,0,13,13
ms13,1,1,2
msm,1,11,12
msmedia,0,1,1
msnbc,0,3,3
much,9,83,92
muck,0,2,2
mud,0,3,3
mueller,0,13,13
muelleriscomingforyoutoo,0,1,1
mug,0,1,1
muggin,0,1,1
mukga,0,1,1
mulford,1,0,1
mullah,0,1,1
mulligan,1,0,1
mulller,0,1,1
mulroney,0,1,1
multi,0,1,1
multicultural,0,1,1
multiple,0,1,1
multiplying,0,1,1
mum,0,1,1
mumbai,0,1,1
mumbling,0,1,1
mummy,0,1,1
mumtaj,0,1,1
muppet,0,1,1
murda,0,1,1
murder,1,17,18
murdered,1,9,10
murderer,0,4,4
murderers,0,1,1
murdering,0,1,1
murders,1,4,5
murdersers,0,1,1
muscle,0,2,2
mushroom,1,1,2
mushrooms,0,1,1
music,0,9,9
muslim,0,13,13
muslimbrotherhood,0,1,1
muslims,1,7,8
mussolini,0,1,1
must,5,39,44
mute,0,2,2
muted,0,4,4
muttafuttah,0,1,1
mutts,0,1,1
mutual,0,1,1
muzzie,0,1,1
muzzle,0,1,1
mxm,0,1,1
my,40,216,256
myers,0,1,1
myki,1,0,1
myriad,0,1,1
myself,0,9,9
myth,1,2,3
mythical,0,1,1
myths,0,1,1
myyy,0,1,1
na,0,2,2
naaa,0,1,1
nachos,0,1,1
nafta,0,3,3
nah,0,4,4
nail,1,4,5
nailed,0,1,1
naive,0,1,1
naked,1,1,2
name,2,39,41
named,0,2,2
names,0,5,5
naming,0,3,3
nancy,0,1,1
nancypelosi,0,1,1
nansbabh,0,1,1
naomi,0,1,1
narcissism,0,1,1
narcissist,1,7,8
narcissistic,0,1,1
narrative,1,8,9
narrow,0,2,2
nas,0,2,2
nash,0,1,1
nasty,0,7,7
nation,1,13,14
national,0,9,9
nationalism,0,2,2
nationalist,0,3,3
nationalists,0,1,1
nationalization,0,1,1
nations,0,3,3
nationwide,0,1,1
native,1,4,5
natural,1,1,2
naturally,1,0,1
nature,0,2,2
natzi,0,1,1
naw,0,1,1
nay,0,1,1
nazi,2,27,29
naziism,0,1,1
nazis,1,19,20
nazisarebad,0,1,1
naziusa,0,1,1
naïve,0,1,1
nba,0,1,1
nbc,0,1,1
nbd,0,1,1
nc,0,1,1
nd,0,2,2
ndp,0,5,5
near,1,3,4
nearly,0,6,6
neat,0,1,1
nebraska,0,2,2
neccessary,1,0,1
necessarily,0,1,1
necessary,0,2,2
neck,0,2,2
necrophiliac,0,1,1
necular,0,1,1
need,12,111,123
needa,0,1,1
needed,0,4,4
needs,3,54,57
nefarious,0,1,1
negarrrr,0,1,1
negative,1,6,7
negatively,0,1,1
negligence,1,0,1
negotiating,0,1,1
negotiations,0,1,1
negroes,0,2,2
neighborhoods,0,1,1
neighbors,0,2,2
neighbourhoods,0,1,1
neither,0,10,10
nellie,0,1,1
nemzet,0,1,1
neo,0,9,9
neocon,2,1,3
neoliberalism,0,1,1
neonazis,0,2,2
nerd,0,2,2
nerve,0,6,6
nerves,0,1,1
net,0,1,1
netflix,0,2,2
network,1,5,6
never,8,121,129
neverforget,0,1,1
nevertrump,1,0,1
new,6,22,28
newest,1,0,1
newman,0,1,1
news,2,42,44
newspaper,0,1,1
newsweek,0,2,2
newsworthy,1,0,1
nexit,1,0,1
next,3,30,33
nezha,0,1,1
nfl,2,17,19
nflfreesundays,1,0,1
nfw,1,0,1
nh,0,2,2
nhs,0,2,2
nice,1,11,12
nicer,0,1,1
nick,0,1,1
nickferrari,0,1,1
nicki,0,3,3
nickidagoat,0,1,1
nickname,0,1,1
nidus,0,1,1
nigerian,0,1,1
nigga,2,25,27
niggas,2,13,15
niggaz,0,1,1
nigger,0,3,3
night,2,13,15
nightmare,0,5,5
nights,0,1,1
nike,0,4,4
niki,1,0,1
nine,0,1,1
niners,0,1,1
ninja,0,2,2
nintendo,0,1,1
nitwit,1,0,1
nixon,2,0,2
nk,1,0,1
nnor,0,1,1
no,29,305,334
no2album,0,1,1
noble,0,1,1
nobody,1,22,23
noconfidence,0,1,1
nods,0,1,1
noes,1,0,1
noeudeal,0,1,1
nohonor,0,1,1
nominated,0,4,4
nominatin,0,1,1
nominating,0,1,1
nomination,0,3,3
nominee,0,5,5
nominees,1,0,1
nomoreprogressiveliberals,0,1,1
non,1,13,14
noncreditable,0,1,1
none,0,8,8
nonono,0,1,1
nonpresidential,0,1,1
nonprofits,0,1,1
nonsense,0,14,14
noo,0,1,1
nooooo,0,1,1
noooooooo,1,0,1
nooses,0,1,1
nope,0,6,6
nor,1,8,9
noredactions,0,1,1
norm,0,3,3
normal,0,6,6
normalized,0,1,1
normally,0,1,1
norman,0,1,1
norms,0,1,1
north,0,4,4
northern,0,1,1
northwestern,0,1,1
nose,0,7,7
nospeakermccarthy,0,1,1
nostalgia,0,1,1
not,47,535,582
note,0,1,1
notes,0,1,1
nothelping,0,1,1
nothing,9,97,106
nothinglower,0,1,1
notice,1,3,4
noticed,0,5,5
notions,0,1,1
notokavanaugh,0,1,1
notorious,0,1,1
notplastic,0,1,1
nov,0,3,3
nova,0,1,1
november,1,8,9
now,10,168,178
nowhere,0,3,3
nowwatching,0,1,1
npr,0,1,1
nra,1,32,33
ns,0,1,1
nsa,0,2,2
ntknetwork,0,1,1
nuclear,0,3,3
nuclearfamily,0,1,1
nude,0,1,1
nuetral,1,0,1
nuisances,0,1,1
nuked,0,1,1
nukes,0,1,1
number,1,6,7
numbered,0,1,1
numbers,1,8,9
numerous,0,2,2
nunes,0,2,2
nurse,0,1,1
nurses,0,1,1
nut,1,9,10
nutcases,0,2,2
nutjob,0,2,2
nutjobs,1,1,2
nuts,1,15,16
nutty,0,2,2
nvm,0,2,2
nwo,0,2,2
ny,0,4,4
nyc,0,1,1
nyfw,0,1,1
nyt,0,1,1
népszabadság,0,1,1
oak,0,1,1
oakland,0,1,1
oath,0,5,5
oba,0,1,1
obama,3,66,69
obamagate,0,1,1
obamaknew,0,1,1
obamas,0,1,1
obese,0,2,2
obesity,0,1,1
obey,0,4,4
obfuscate,0,1,1
object,0,1,1
objectively,0,1,1
obnoxious,1,0,1
obsessed,0,4,4
obsession,0,4,4
obsolete,0,1,1
obstruction,0,1,1
obstructionist,0,1,1
obstructionists,0,1,1
obtain,0,2,2
obumer,0,1,1
obvious,1,14,15
obviously,5,14,19
oc,0,2,2
ocasio,0,1,1
occasionally,0,1,1
occupier,0,1,1
occupy,0,2,2
occur,0,3,3
occurred,0,1,1
occurring,0,1,1
occurs,0,1,1
ocd,0,1,1
oct,0,1,1
october,0,1,1
odd,0,3,3
oddly,0,1,1
ode,1,0,1
odia,0,1,1
of,109,1265,1374
ofa,1,0,1
off,7,85,92
offend,0,2,2
offended,0,2,2
offender,0,1,1
offenders,0,5,5
offends,0,1,1
offense,1,3,4
offenses,0,1,1
offensive,0,5,5
offer,0,4,4
offered,0,1,1
offers,1,1,2
office,2,24,26
officer,0,5,5
official,0,5,5
officially,0,1,1
officials,0,4,4
often,1,4,5
og,0,1,1
oga,0,1,1
oh,12,61,73
ohh,0,1,1
ohhhh,0,1,1
ohhhhhh,0,1,1
ohr,0,1,1
oil,0,2,2
oj,0,1,1
ok,2,27,29
okay,1,5,6
ol,0,1,1
old,8,57,65
oldageproblems,0,1,1
older,0,1,1
oldest,0,1,1
ole,0,4,4
oligarchies,0,1,1
oliver,0,1,1
om,1,0,1
omen,0,1,1
omfg,0,1,1
omg,2,15,17
on,62,506,568
once,2,27,29
one,19,206,225
ones,1,22,23
ongoing,0,1,1
online,0,2,2
only,17,124,141
onomy,0,1,1
onpc,1,0,1
onpoli,1,2,3
ontario,0,1,1
onto,0,1,1
onward,0,1,1
onya,1,0,1
ooks,0,1,1
ooooo,0,1,1
ooops,0,1,1
oops,0,1,1
op,0,4,4
open,5,23,28
openborders,0,1,1
openly,1,3,4
opens,1,3,4
operate,0,3,3
operating,0,1,1
operative,2,1,3
opertiunist,0,1,1
opertunist,0,1,1
opinion,0,12,12
opinions,0,5,5
opioids,0,1,1
opponent,0,2,2
opponents,0,2,2
opportunist,1,4,5
opportunistic,0,2,2
opportunities,0,2,2
opportunity,0,3,3
oppose,0,1,1
opposed,2,0,2
opposing,0,4,4
opposite,0,4,4
opposition,1,2,3
oppressed,0,1,1
oppression,0,2,2
oppressive,0,2,2
ops,0,1,1
opted,0,2,2
optic,1,0,1
optics,1,0,1
option,0,2,2
optional,0,1,1
or,33,255,288
orange,1,1,2
oranges,0,1,1
orc,0,1,1
orcastrated,0,1,1
orchestrated,0,1,1
orcs,0,1,1
order,2,13,15
ordered,0,2,2
ordering,0,1,1
orders,0,5,5
ordinary,0,1,1
org,0,2,2
organiser,0,1,1
organization,2,11,13
organizations,0,1,1
organized,0,1,1
organs,0,1,1
orgasim,1,0,1
orgs,0,2,2
orientation,0,1,1
origin,1,0,1
original,3,3,6
originally,0,2,2
orourke,0,1,1
orrin,0,1,1
orton,1,0,1
oshaeterry,0,1,1
ostrich,0,1,1
osu,0,2,2
osuite,0,1,1
osuna,0,2,2
other,11,102,113
others,1,14,15
otherwise,1,5,6
otoh,0,1,1
ottawa,0,1,1
ouch,1,1,2
ought,0,1,1
our,18,128,146
ourcountry,0,1,1
ours,0,1,1
ourselves,0,2,2
oust,0,2,2
ousted,0,1,1
out,21,253,274
outcome,1,2,3
outcry,0,1,1
outdone,0,1,1
outfit,0,2,2
outfrickingstanding,1,0,1
outlawed,1,0,1
outlaws,0,1,1
outoftheeu,0,1,1
outplayed,0,2,2
outrage,0,12,12
outraged,0,2,2
outright,0,1,1
outs,0,1,1
outside,0,9,9
outsider,0,1,1
outta,0,3,3
ovens,0,1,1
over,14,87,101
overall,1,1,2
overbearing,0,1,1
overbite,0,1,1
overdose,0,1,1
overhyped,0,1,1
overlook,0,2,2
overlords,0,1,1
overpaid,0,1,1
overrated,0,1,1
overriding,2,0,2
overrun,1,1,2
overstating,0,1,1
overturn,1,0,1
overturned,0,1,1
overturning,0,1,1
overused,1,0,1
overwatch,1,0,1
owe,0,2,2
owen,0,1,1
owened,0,1,1
owens,0,2,2
owes,0,2,2
own,5,60,65
owned,0,2,2
owner,0,3,3
owners,0,4,4
ownership,0,6,6
owning,0,2,2
owns,0,3,3
oy,0,1,1
p2,0,1,1
p89,0,2,2
pac,1,1,2
pace,0,1,1
pacified,0,1,1
pacing,0,1,1
pack,0,2,2
packaged,0,1,1
packed,0,1,1
packer,0,1,1
packing,0,1,1
paedophiles,0,1,1
paedophilia,0,1,1
pagan,0,1,1
page,1,6,7
pages,0,1,1
pahh,0,1,1
paid,1,24,25
pain,1,4,5
painful,0,2,2
paint,0,2,2
painting,0,2,2
pair,0,2,2
paired,0,1,1
pairs,0,1,1
pakistani,1,4,5
pal,0,2,2
paladino,0,1,1
palate,0,1,1
pale,0,1,1
palestinian,0,2,2
palestinians,1,0,1
palin,0,1,1
palled,0,1,1
pallets,0,1,1
palpitations,1,0,1
pals,1,1,2
paltry,0,1,1
pander,0,1,1
pandering,0,1,1
pandits,0,1,1
panic,0,1,1
panthers,0,5,5
panties,0,1,1
pants,3,9,12
papacy,0,1,1
paper,0,9,9
papers,0,2,2
pappy,0,2,2
par,1,1,2
parades,0,1,1
paranoid,0,2,2
parasite,0,2,2
parasites,1,0,1
parasitic,0,1,1
pardon,0,3,3
parent,0,1,1
parenthood,1,2,3
parents,1,5,6
paris,0,1,1
park,0,3,3
parking,0,1,1
parkland,0,1,1
parliament,0,2,2
parody,1,1,2
parrot,0,2,2
parroting,0,2,2
part,1,37,38
partial,0,1,1
participate,0,1,1
participation,1,0,1
particratic,0,1,1
particular,0,1,1
partisan,0,1,1
partisans,0,1,1
partner,1,0,1
partnering,0,1,1
partners,1,0,1
party,6,85,91
pass,0,14,14
passed,1,7,8
passes,0,1,1
passively,0,1,1
passport,0,2,2
past,2,14,16
pastor,0,1,1
patch,0,1,1
patchmade,0,1,1
path,1,2,3
pathetic,1,18,19
patheticlittlemanjr,0,1,1
pathological,0,2,2
patient,0,3,3
patreon,0,1,1
patrick,0,1,1
patriot,0,3,3
patriotic,1,1,2
patriotism,0,1,1
patriots,0,12,12
patriotsunited,0,2,2
patrol,0,1,1
pats,1,0,1
pattern,1,2,3
patting,0,1,1
paul,1,3,4
pavlovian,0,1,1
pawn,0,2,2
pay,2,27,29
paycheck,0,2,2
payday,0,1,1
payer,0,1,1
payers,0,2,2
paying,2,10,12
payoffs,0,1,1
payroll,0,3,3
pays,0,6,6
paytoplay,0,1,1
pbs,0,1,1
pc,2,1,3
pcliberal,0,1,1
pcliberals,0,1,1
pd,1,4,5
pe,0,1,1
peace,1,4,5
peaceful,1,2,3
peacemaker,1,0,1
peak,0,2,2
peanut,0,1,1
pedaling,0,1,1
peddle,0,1,1
peddling,0,1,1
pedestal,0,1,1
pedo,1,7,8
pedofiles,0,2,2
pedogate,0,1,1
pedogatenews,0,1,1
pedophile,1,3,4
pedophiles,0,6,6
pedophlia,0,1,1
pedovore,0,1,1
pedowood,0,1,1
pee,0,3,3
peed,0,1,1
peeps,0,1,1
peewee,0,1,1
peiple,0,1,1
pelosi,0,2,2
pen,0,1,1
penalized,0,2,2
penalty,1,2,3
penchant,0,1,1
penis,2,4,6
penn,0,1,1
penny,0,2,2
pense,0,1,1
pensions,0,2,2
pentagon,0,1,1
penthouse,1,0,1
peopl,1,0,1
people,34,347,381
peoplekind,1,0,1
peopleoverprofits,0,1,1
peoples,0,3,3
peoplesvote,0,1,1
pepper,0,1,1
per,0,2,2
perceived,1,2,3
perceives,0,1,1
percent,0,3,3
percentage,0,1,1
perennially,0,1,1
perfect,0,11,11
perfidy,0,1,1
performer,0,1,1
perhaps,0,13,13
period,1,6,7
perjurer,0,1,1
perjury,0,2,2
perks,0,1,1
permanently,1,0,1
permit,1,1,2
permitted,0,1,1
pernickety,0,1,1
perpetrator,1,0,1
perpetuate,0,1,1
perpetuating,0,1,1
perry,0,1,1
pers,0,1,1
persecuted,0,1,1
persecution,1,1,2
perseverance,0,1,1
person,5,42,47
persona,0,2,2
personal,2,8,10
personally,2,8,10
personified,0,1,1
personnel,0,3,3
persons,0,1,1
perspective,0,1,1
persuaded,0,1,1
perv,0,2,2
perverse,0,1,1
pervert,0,6,6
perverted,0,4,4
perverts,0,1,1
peter,0,2,2
pets,0,1,1
petty,0,3,3
pfffft,0,1,1
phantom,0,1,1
pharisees,0,1,1
pharma,0,2,2
phasing,1,0,1
philly,0,2,2
philosophically,0,1,1
phobia,0,1,1
phone,2,5,7
phony,0,9,9
phooey,0,1,1
photo,1,3,4
photos,1,2,3
photoshop,0,1,1
phrases,0,1,1
phx,0,1,1
physical,1,2,3
physically,1,5,6
pi,0,1,1
pic,0,7,7
picante,0,1,1
pick,0,11,11
picked,0,4,4
picking,0,3,3
picks,0,2,2
pics,0,1,1
picture,0,3,3
pictures,1,2,3
picturing,1,0,1
pie,0,1,1
piece,1,26,27
pieces,0,2,2
pies,1,0,1
pig,0,7,7
pigeon,0,1,1
pigeons,0,1,1
pigs,0,5,5
pile,0,5,5
pills,0,3,3
pin,0,1,1
pinched,0,1,1
pincushion,0,1,1
pink,0,3,3
pinned,0,1,1
pinochet,0,1,1
pins,0,1,1
pious,0,1,1
pipe,0,2,2
piss,3,4,7
pissed,0,2,2
pisses,0,3,3
pissing,2,3,5
pit,0,2,2
pitiful,1,1,2
pitt,0,2,2
pittsburgh,0,2,2
pity,0,1,1
pivot,0,1,1
pix,1,0,1
pizza,0,3,3
pizzagate,0,1,1
pizzas,0,1,1
pjnet,0,2,2
pk,0,1,1
pl,0,1,1
placate,0,1,1
place,2,27,29
placed,0,2,2
places,0,2,2
placing,1,0,1
plague,0,2,2
plagued,0,1,1
plain,0,5,5
plan,2,10,12
plane,1,3,4
planet,0,3,3
plank,0,1,1
planned,1,9,10
planning,0,4,4
plans,0,3,3
plant,0,2,2
plantation,0,2,2
plantations,0,1,1
plastic,0,1,1
platform,0,12,12
platforming,0,1,1
platforms,0,5,5
plausible,0,1,1
play,4,26,30
playbook,0,9,9
playboy,0,1,1
played,0,8,8
player,0,7,7
players,0,4,4
playin,0,1,1
playing,4,22,26
plays,0,2,2
pleasant,0,1,1
please,2,50,52
pleased,0,1,1
pleases,0,1,1
pledging,0,1,1
plenty,1,9,10
plot,0,2,2
ploy,0,1,1
pls,1,2,3
plug,1,2,3
plus,0,2,2
plz,1,0,1
pm,1,7,8
pmb,0,1,1
poc,1,1,2
pocket,0,3,3
pockets,0,3,3
pod,0,1,1
podcastful,0,1,1
podesta,1,1,2
pogba,0,1,1
point,6,37,43
pointing,0,6,6
pointless,0,3,3
points,0,9,9
poison,0,1,1
poisonous,0,1,1
pol_8_27_qx,0,1,1
poland,0,3,3
polar,0,1,1
pole,0,1,1
police,5,30,35
policies,1,12,13
policiy,0,1,1
policy,3,8,11
polish,0,2,2
polite,0,1,1
politely,0,2,2
political,2,36,38
politically,0,7,7
politician,1,6,7
politicians,0,13,13
politicize,0,1,1
politico,0,1,1
politics,0,28,28
polititians,0,1,1
poll,0,2,2
polled,0,1,1
polling,0,1,1
polls,0,6,6
pollute,0,1,1
pollutors,0,1,1
polsi,1,0,1
polutician,0,1,1
polygraph,0,3,3
ponies,0,1,1
poof,0,1,1
pool,0,3,3
poop,0,3,3
poopy,0,1,1
poor,1,19,20
poorer,0,1,1
poorest,0,1,1
poorly,0,2,2
pop,0,3,3
pope,0,17,17
popin,0,1,1
popped,0,3,3
poppin,0,1,1
popping,0,1,1
pops,0,1,1
populace,0,2,2
popular,1,6,7
population,1,4,5
populists,0,1,1
porn,1,12,13
pornhub,1,0,1
pornography,0,1,1
pornstar,0,1,1
porters,0,1,1
portfolio,0,1,1
portion,1,2,3
portland,0,1,1
portray,0,1,1
portraying,2,0,2
portrays,0,1,1
pos,0,13,13
pose,0,2,2
poses,0,1,1
posh,0,1,1
position,0,6,6
positions,0,4,4
positive,1,4,5
possess,0,1,1
possessed,0,1,1
possession,0,1,1
possessor,0,1,1
possibility,0,2,2
possible,2,6,8
possibly,0,2,2
post,1,16,17
posted,0,4,4
poster,0,4,4
posterity,0,1,1
posting,1,5,6
postpone,1,0,1
postponethevote,0,1,1
postponing,0,1,1
posts,0,5,5
posturing,0,1,1
pot,0,9,9
potentially,1,2,3
potus,1,18,19
potus45,1,0,1
pounce,0,2,2
pounded,0,1,1
pounds,0,2,2
pour,0,1,1
poverty,2,5,7
powdering,0,1,1
power,2,37,39
powerful,2,4,6
powerless,0,1,1
powers,0,3,3
ppl,4,18,22
ppls,1,2,3
ppp,0,1,1
pr,0,12,12
practice,0,4,4
prager,0,1,1
praise,1,2,3
pray,0,2,2
pray4revival,0,1,1
pray4theusa,0,1,1
prayer,0,1,1
prayerfully,0,1,1
prayers,1,3,4
praying,0,1,1
pre,1,0,1
preach,1,5,6
precautions,0,1,1
precedent,0,1,1
precinct,0,1,1
precious,1,2,3
predator,0,5,5
predators,1,2,3
predatory,0,1,1
predict,0,1,1
predictable,0,2,2
predicted,0,1,1
predominantly,0,1,1
prefer,0,2,2
preference,0,1,1
preferred,0,1,1
preferring,1,0,1
pregnancy,0,2,2
pregnant,0,2,2
premediated,0,1,1
premeditated,0,1,1
premier,0,1,1
prepare,0,1,1
prepared,0,2,2
preposterous,0,1,1
pres,0,5,5
prescreening,0,1,1
presence,1,1,2
present,0,1,1
presentation,1,0,1
presented,0,1,1
preserve,0,1,1
presidency,0,4,4
president,4,87,91
presidente,0,1,1
presidential,0,4,4
presidents,0,2,2
press,0,5,5
pressure,0,2,2
pressuring,0,1,1
prestigious,0,1,1
presumably,0,1,1
presume,1,1,2
presumption,0,1,1
pretend,0,3,3
pretended,0,3,3
pretending,0,8,8
pretends,0,2,2
pretentious,0,1,1
prettier,0,1,1
pretty,1,24,25
prevail,0,2,2
prevalent,0,1,1
prevent,3,3,6
preventable,1,0,1
prevented,0,2,2
preventing,0,3,3
prevention,0,1,1
prevents,1,0,1
preview,0,1,1
previous,0,1,1
prey,0,1,1
price,0,1,1
priceless,0,1,1
prick,0,1,1
pride,0,1,1
priest,0,1,1
priests,0,2,2
prima,0,1,1
primadonnas,0,1,1
primarily,0,1,1
primary,0,1,1
prime,0,5,5
primeminister,0,1,1
prince,0,2,2
princess,0,1,1
principled,0,1,1
principles,0,1,1
print,0,2,2
printer,0,1,1
prior,1,0,1
priori,0,1,1
priorities,0,1,1
prioritising,0,1,1
priority,0,1,1
prison,0,20,20
prisoners,0,1,1
pristin,0,1,1
private,0,10,10
privatise,0,1,1
